country,description,designation,points,price,province,region_1,title,variety,winery
US,"While ebulliently peachy and floral on the nose, savory notes of dried reeds and savory herbs overwhelm the fruit flavors in this dry, light-bodied Riesling. It's crisp and refreshingly composed, but finishes a bit short. Drink now.",Zero Degree Dry,84,16,New York,Seneca Lake,Three Brothers 2014 Zero Degree Dry Riesling (Seneca Lake),Riesling,Three Brothers
US,"Red apple, spice and honey aromas lead to medium-sweet fruit flavors. It brings some appeal but the concentration doesn't seem all there.",Dessert Wine Estate Wilridge Vineyard,84,40,Washington,Naches Heights,Wilridge 2014 Dessert Wine Estate Wilridge Vineyard Pinot Gris (Naches Heights),Pinot Gris,Wilridge
US,"This wine is an unusual blend of Touriga (38%), Tinto Cão (20%), Tempranillo (18%), Petit Verdot (15%) and Souzão. Alcohol aromas show prominently along with dark fruit. The fruit flavors seem dried out, juxtaposed by the sweetness of the wine, with the tannins having a real sense of grip.",Vintage Estate Dessert Wine Wilridge Vineyard,84,20,Washington,Naches Heights,Wilridge 2014 Vintage Estate Dessert Wine Wilridge Vineyard Red (Naches Heights),Red Blend,Wilridge
US,"This wine is tightly wound and thickly colored. Full bodied in style, it shows plenty of oak influence, aged in entirely French oak for 16 months, 42% of it new. Cranberry and sour cherry dominate in terms of fruit, with an underlying agenda of clove and tea.",Estate Grown,84,38,California,Sonoma Mountain,Belden Barns 2013 Estate Grown Pinot Noir (Sonoma Mountain),Pinot Noir,Belden Barns
France,"Based in the heart of the Haut-Médoc, this property has produced a wine that shows a dry character, with bitter extraction and too much wood. There are just hints of juicy fruit that will need time to come through. It could well stay dry and firm always.",,84,20,Bordeaux,Haut-Médoc,Château du Retout 2013  Haut-Médoc,Bordeaux-style Red Blend,Château du Retout
France,The producer has probably used too much wood for the fruit and density of this wine. The toastiness does not allow any fruit to show through.,,84,18,Bordeaux,Médoc,Château la Gravette Lacombe 2013  Médoc,Bordeaux-style Red Blend,Château la Gravette Lacombe
France,"This wine is lean with acidity playing over the red-currant fruits, leaving a character that's light and tight. While the wine will soften it's not likely to show any more weight or richness.",,84,,Bordeaux,Médoc,Château Méric 2013  Médoc,Bordeaux-style Red Blend,Château Méric
Chile,"Prickly aromas of juniper and cherry are sharp and lean towards green. This Malbec feels tight and lean, while plum and herbal aromas qualify as basic. A light, racy finish pinches and tastes generic.",Reserva,84,13,Maule Valley,,Apaltagua 2014 Reserva Malbec (Maule Valley),Malbec,Apaltagua
US,"This is a challenging mix of substantially puckering tannins and herbaceous notes, dotted in black peppercorns. The fruit is elusive.",You be the judge!,84,65,California,Napa Valley,In Re 2011 You be the judge! Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,In Re
New Zealand,"Despite some ripe, honeyed aromas, this is light in body and quite lean on the palate. Underripe pineapple flavors show a tart, herbal edge on the finish.",,84,16,Marlborough,,Chasing Venus 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Chasing Venus
France,"This soft, jammy and fruity wine is ready to drink, with black-currant flavors that are ripe and rounded. Only the lightest tannins gives any structure to this wine that is immediately accessible.",,84,14,Bordeaux,Bordeaux,Château les Joyeuses 2014  Bordeaux,Bordeaux-style Red Blend,Château les Joyeuses
France,Too enthusiastic use of wood has left this wine bereft of fruit and unbalanced.,,84,20,Bordeaux,Médoc,Château Monfort Bellevue 2012  Médoc,Bordeaux-style Red Blend,Château Monfort Bellevue
France,"This wine is structured and stalky without the fruit weight, reflecting the difficult vintage. A smoky character comes through the acidity to leave a dry aftertaste. Through 2016, it will soften a little, although always missing the fruit. The blend is 55% Merlot, 25% Cabernet Ssauvignon and 20% Cabernet Franc.",,84,15,Bordeaux,Bordeaux Supérieur,Château Vrai Caillou 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Vrai Caillou
Chile,"Prickly aromas of nettle are simple as well as diluted. This feels basic and fresh, while green, citrusy flavors end with pithy notes and an oily feel.",Reserva Casillero del Diablo,84,11,Chile,,Concha y Toro 2015 Reserva Casillero del Diablo Sauvignon Blanc (Chile),Sauvignon Blanc,Concha y Toro
US,"This Zinfandel-dominant blend also contains Cabernet Franc and Petite Sirah in sizable amounts, rounded out by a handful of Merlot. Relatively light bodied, it has a muted nose. The flavors lean towards overripe, more dried fruit than fresh.",,84,27,California,Napa Valley,Experience 2012 Red (Napa Valley),Red Blend,Experience
Italy,"This easygoing, simple red offers hints of dark berry flavors while a note of dark spice fleetingly appears in the background. It's uber-informal and rather diluted with a short but clean finish.",,84,11,Sicily & Sardinia,Terre Siciliane,Cantine Grasso 2014 Nero d'Avola (Terre Siciliane),Nero d'Avola,Cantine Grasso
Italy,"This informal rosato offers delicate aromas and flavors of wild red berry and blood orange. It's rather lean and diluted, with bracing acidity.",Frà,84,10,Southern Italy,Basilicata,Grifalco 2014 Frà Rosato (Basilicata),Rosato,Grifalco
US,An uncomplicated combination of red and black berry bramble with an overlay of coconut shavings provides a ripeness of fruit atop sweetened tannins and dull oak in this wine. It's made to be medium bodied and enjoyable now.,Las Viñas del Señor,84,100,California,Napa Valley,Madrigal 2012 Las Viñas del Señor Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Madrigal
US,"Pronounced notes of butter, cheese and canned cream corn dominate this savory Chardonnay. It's a rather fat, cream-textured wine but sunny tangerine acidity and fresher notes of apple and pear flavors do get a peek through the midpalate.",Proprietor's Special Reserve,84,25,New York,Hudson River Region,Millbrook 2013 Proprietor's Special Reserve Chardonnay (Hudson River Region),Chardonnay,Millbrook
Chile,"Aromas of corn and melon are waxy and oily. This feels pinched and juicy, but not crisp or minerally. Stalky flavors of corn, citrus and apple lean towards bitter, as does the finish.",Medalla Real Gran Reserva,84,18,Leyda Valley,,Santa Rita 2014 Medalla Real Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Santa Rita
US,"Aromas like green apples and lemons, and herbal flavors make this wine refreshing and balanced toward the lean side. It's rather light bodied and crisp in texture.",,84,13,California,Lodi,Scotto Family Cellars 2012 Chardonnay (Lodi),Chardonnay,Scotto Family Cellars
US,"After 34 months in previously used French barrels, this wine has a brownish rim. It smells like pepper, clove and cinnamon and tastes like dried fruit. Considerable tannins contribute to an astringent mouthfeel.",Sacrlet's Flirtation,84,28,California,Mendocino,Spicy Vines 2011 Sacrlet's Flirtation Zinfandel (Mendocino),Zinfandel,Spicy Vines
US,"This Meritage is mostly Cabernet Sauvignon and Merlot, with smaller additions of Malbec, Petit Verdot and Cabernet Franc. Tasting quite ripe, it has a burnt sage and cedar undertone. Tannins hit on the back of the palate with power and not much finesse.",,83,11,California,Napa Valley,Kirkland Signature 2012 Meritage (Napa Valley),Meritage,Kirkland Signature
France,"This fresh wine has plenty of acidity as well as some firm tannins. It is still young, waiting to fill out with riper fruit flavors. The aftertaste just repeats the acidity.",La Tour du Gouverneur,83,12,Bordeaux,Bordeaux,Les Vignerons Réunis de Monségur 2014 La Tour du Gouverneur  (Bordeaux),Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur
Italy,"With the pale color of onion skin, this rosé has muted aromas of damp earth and dried rose petal. The lean, diluted palate reveals suggestions of red berry alongside brisk acidity.",,83,,Southern Italy,Campania,Nugnes 2014 Rosato (Campania),Rosato,Nugnes
US,"The aromas of cinnamon, kelp, and dried fruit are unusual and don't seem in harmony. The gamy flavors bring some appeal but don't entirely come together.",,83,17,Washington,Columbia Valley (WA),Barnard Griffin 2013 Merlot (Columbia Valley (WA)),Merlot,Barnard Griffin
Italy,"This lean red initially opens with a sulfur aroma that burns off to reveal steeped prune, dried violet and a hint of resin. The diluted, fleeting palate offers hints of black cherry and walnut skin.",Caporosso,83,14,Sicily & Sardinia,Sicilia,Cantine Grasso 2013 Caporosso Nero d'Avola (Sicilia),Nero d'Avola,Cantine Grasso
France,"Lean and tannic, this wine has chocolate and bitter coffee flavors from over-extraction. The fruit is suppressed at this stage, with a bitter aftertaste.",,83,30,Bordeaux,Médoc,Château les Lattes 2013  Médoc,Bordeaux-style Red Blend,Château les Lattes
Chile,"Blocky, stewy, raisiny aromas of nonspecific black fruits are jumbled and green. This feels awkward and jammy, with little to no structural integrity. Flavors of prune, raisin and oak finish soft and loamy.",Reserva Casillero del Diablo,83,11,Central Valley,,Concha y Toro 2014 Reserva Casillero del Diablo Carmenère (Central Valley),Carmenère,Concha y Toro
US,"Coffee grinds and caramel mingle with hints of popcorn and dried herbs in this curious blend of white grapes which have been aged Sherry-style in a solera. Whiffs of dried fruit and caramel are enticing, but the palate juxtaposes craggy acidity with mouthfeel that's dampening and flat.",Meleau White Specialty Wine,83,45,New York,New York,Ports of New York NV Meleau White Specialty Wine White (New York),White Blend,Ports of New York
US,"This is spicy and sharp, with high-toned fruit flavors of berry and currant. Acids are strong and provide good focus, with a spicy/peppery note resonating through the finish.",Narcissa Red,87,24,Washington,Columbia Valley (WA),Whitman Cellars 2004 Narcissa Red Red (Columbia Valley (WA)),Red Blend,Whitman Cellars
Austria,"The focus of this full, rounded, soft Pinot Blanc is on the pear flavors. The mineral texture is about easy-drinking freshness allied to attractive acidity.",Steierische Klassik,87,15,Südoststeiermark,,Winkler-Hermaden 2007 Steierische Klassik Weissburgunder (Südoststeiermark),Weissburgunder,Winkler-Hermaden
Australia,"This wine boasts admirable complexity, but comes across as a bit angular, with the acids maybe a touch too prominent. Still, the flavors of mint, pepper and meat layered over plum and raspberry fruit offer a lot to like, and the acids may actually make this wine more versatile with food than many more unctuous Shiraz.",Old Vine,87,19,South Australia,Clare Valley,Fire Block 2004 Old Vine Shiraz (Clare Valley),Shiraz,Fire Block
Greece,"The White Fox is a refreshing, crisp white that offers a balance of acidity, spice and creamy pear flavors. There's body and the wine has weight without being heavy, its lemon acidity keeping it aloft.",White Fox,87,15,Corinth,,Palivou 2006 White Fox Roditis (Corinth),Roditis,Palivou
Austria,"Manfred Felsner obviously enjoys the spicy character of Grüner Veltliner, because, like all his wines from this varietal, this has spice in spades. But it also has good fresh acidity, which emphasizes the green fruit character of the wine, bringing out the crispness of the year. Screwcap.",Rohrendorfer Leithen Alte Reben,87,23,Kremstal,,Felsner 2007 Rohrendorfer Leithen Alte Reben Grüner Veltliner (Kremstal),Grüner Veltliner,Felsner
US,"Old vine Petite Sirah fortified with brandy in the Port style, this very sweet wine could benefit from some time in the bottle. It's quite rich in chocolate, black currant and spice flavors wrapped into smooth, thick tannins, with a burn of alcohol on the finish.",L'Anima,87,60,California,Mendocino,Gemella 2005 L'Anima Petite Sirah (Mendocino),Petite Sirah,Gemella
Austria,"A big, ripe wine, full of berry fruits and rhubarb, edged with tannins, spice and red plum skins. It has a juicy, rich quality, enhanced by acidity, and rounded with vanilla. Keep for a year. Screwcap.",,87,16,Burgenland,,Gunter Triebaumer 2006 Blaufränkisch (Burgenland),Blaufränkisch,Gunter Triebaumer
